i_index,alpha_i,phi_A,phi_B,phi_C,phi_D,phi_E,total_CS_change_per_trip,CS_toll_per_trip,CS_other_per_trip,trips_23,trips_25,trip_weight,phi_A_weighted,phi_B_weighted,phi_C_weighted,phi_D_weighted,phi_E_weighted,total_CS_change,CS_toll,CS_other,direct_CS_change_per_trip,direct_CS_change,decomposition_error,origin_county,Pop_group,Trip_purpose,Time_period,Trip_num,origin_region
385,0.04819142076231229,-0.0015810360014016506,-0.15237279331271822,0.0007680051552633692,0.0,0.0,-0.1531858241588565,-0.0008130308461382814,-0.15237279331271822,45254.08780000463,45562.88071813243,45408.48425906853,-71.7924483826675,-6919.017586650868,34.873950003660184,0.0,0.0,-6955.936085029875,-36.91849837900732,-6919.017586650868,-0.1531858241588565,-6955.936085029875,0.0,36081,LowIncome,Commute,Overnight,45254,NYC
386,0.03869166619085889,-0.010816097395220603,-0.23618772027336565,0.016048331445693963,0.0,0.0,-0.2309554862228923,0.00523223405047336,-0.23618772027336565,508143.1411231747,508143.80561747146,508143.4733703231,-5496.129298719101,-120017.24854712629,8154.854882613109,0.0,0.0,-117358.52296323229,2658.7255838940077,-120017.24854712629,-0.23095548622289228,-117358.52296323227,-1.4551915228366852e-11,36081,LowIncome,Commute,Peak,508142,NYC
387,0.0450538574377925,-0.0026031099865877296,0.08983949059403702,-0.013253101800878906,0.0,0.0,0.07398327880657038,-0.015856211787466636,0.08983949059403702,122059.91993826767,123356.80949674966,122708.36471750867,-319.42336963399623,11024.056977848284,-1626.2664494205198,0.0,0.0,9078.367158793768,-1945.689819054516,11024.056977848284,0.07398327880656547,9078.367158793164,6.039044819772243e-10,36081,LowIncome,Other,Overnight,122059,NYC
388,0.0573887023330507,-0.015162524502651513,0.04069159829464519,-0.012716475817056616,0.0,0.0,0.012812597974937062,-0.02787900031970813,0.04069159829464519,614572.3860312852,614573.6481626382,614573.0170969616,-9318.478430401148,25007.958334437673,-7815.202909729035,0.0,0.0,7874.276994307491,-17133.68134013018,25007.958334437673,0.012812597974937057,7874.276994307487,3.637978807091713e-12,36081,LowIncome,Other,Peak,614570,NYC
389,0.028768889152621838,-0.002036450433888477,-0.45325220551489,0.00041044741299531935,0.0,0.0,-0.45487820853578315,-0.0016260030208931579,-0.45325220551489,93164.50638649956,93881.82194104313,93523.16416377135,-190.45528823993544,-42389.580423960484,38.38634078615651,0.0,0.0,-42541.64937141426,-152.06894745377895,-42389.580423960484,-0.45487820853578315,-42541.64937141426,0.0,36081,NotLowIncome,Commute,Overnight,93164,NYC
390,0.01899751479575746,-0.014383018315841272,-0.25817835486865914,0.04197708765635415,0.0,0.0,-0.23058428552814625,0.027594069340512874,-0.25817835486865914,1141385.9616118148,1141399.4044043545,1141392.6830080845,-16416.671865272492,-294682.8851581522,47912.34070495161,0.0,0.0,-263187.2163184731,31495.668839679114,-294682.8851581522,-0.23058428552814633,-263187.21631847316,5.820766091346741e-11,36081,NotLowIncome,Commute,Peak,1141382,NYC
391,0.028960418080973924,-0.005416352857081403,-0.022937232131458343,-0.029823724866177674,0.0,0.0,-0.05817730985471742,-0.03524007772325908,-0.022937232131458343,246715.91392333206,251301.89205445233,249008.9029888922,-1348.7200831425923,-5711.575010656012,-7426.373011969448,0.0,0.0,-14486.66810576805,-8775.09309511204,-5711.575010656012,-0.05817730985471742,-14486.66810576805,0.0,36081,NotLowIncome,Other,Overnight,246713,NYC
392,0.0174322732837644,-0.037309901787766914,0.09183562483579011,-0.05354113224042919,0.0,0.0,0.000984590807594006,-0.09085103402819611,0.09183562483579011,1214410.0309752226,1214411.8143095244,1214410.9226423735,-45309.552253778354,111526.18588827073,-65020.93580341694,0.0,0.0,1195.6978310754364,-110330.48805719531,111526.18588827073,0.0009845908075812651,1195.6978310599638,1.54725512402365e-08,36081,NotLowIncome,Other,Peak,1214403,NYC
393,0.03371523710091605,-0.003536312826883286,-0.40482443180985067,-0.0149557113890209,0.0,0.0,-0.42331645602575485,-0.018492024215904186,-0.40482443180985067,27805.155320755697,28179.086541966368,27992.12093136103,-98.98889630124013,-11331.894451190858,-418.6420818160065,0.0,0.0,-11849.525429308103,-517.6309781172466,-11331.894451190858,-0.42331645602575485,-11849.525429308103,0.0,36081,Senior,Commute,Overnight,27804,NYC
394,0.03864344487296402,-0.01925233364643742,-0.09127612591727663,-0.0029936089265881947,0.0,0.0,-0.11352206849030223,-0.022245942573025614,-0.09127612591727663,213697.50011603444,213701.89224759425,213699.69618181436,-4114.217851034599,-19505.680377175046,-639.7333180990646,0.0,0.0,-24259.63154630871,-4753.951169133664,-19505.680377175046,-0.11352206849030223,-24259.63154630871,0.0,36081,Senior,Commute,Peak,213695,NYC
395,0.0292880594555483,-0.004132957896565489,0.033104704515911416,-0.02356588237101547,0.0,0.0,0.005405864248330457,-0.02769884026758096,0.033104704515911416,66485.53149244077,67340.73198912942,66913.13174078509,-276.5491562120046,2215.1394545129438,-1576.8669916796032,0.0,0.0,361.723306621336,-1853.4161478916076,2215.1394545129438,0.005405864248330457,361.723306621336,0.0,36081,Senior,Other,Overnight,66484,NYC
396,0.0336362260788166,-0.02477802324279145,0.036547142764197474,-0.03503023464589764,0.0,0.0,-0.023261115124491617,-0.05980825788868909,0.036547142764197474,329777.0400897275,329776.6053620078,329776.8227258676,-8171.2177784354635,12052.400620485725,-11552.159480865732,0.0,0.0,-7670.97663881547,-19723.377259301196,12052.400620485725,-0.023261115124491624,-7670.976638815472,1.8189894035458565e-12,36081,Senior,Other,Peak,329776,NYC
397,0.04551251558723094,-0.0014376058258114954,-0.5715140554360999,-0.001711799484138111,0.0,0.0,-0.5746634607460496,-0.0031494053099496064,-0.5715140554360999,18673.01539650923,18778.057375814275,18725.53638616175,-26.91994020019127,-10701.907240271554,-32.054363526041115,0.0,0.0,-10760.881543997786,-58.974303726232385,-10701.907240271554,-0.5746634607460493,-10760.881543997783,-3.637978807091713e-12,36081,Student,Commute,Overnight,18673,NYC
398,0.0659486078485034,-0.0022973489509985415,0.06353820603632297,0.0032666628254133423,0.0,0.0,0.06450751991073778,0.0009693138744148008,0.06353820603632297,697768.5213357751,697769.4568176675,697768.9890767212,-1603.0188550947182,44334.98979371351,2279.3760173431738,0.0,0.0,45011.34695596196,676.3571622484556,44334.98979371351,0.06450751991073776,45011.346955961955,7.275957614183426e-12,36081,Student,Commute,Peak,697768,NYC
399,0.028033801329957704,-0.003533143067026911,0.2233534694066811,-0.02372529661411447,0.0,0.0,0.19609502972553974,-0.027258439681141382,0.2233534694066811,47397.58042164231,47951.32438147795,47674.452401560135,-168.44066097687664,10648.254345952137,-1131.0905241424962,0.0,0.0,9348.723160832764,-1299.5311851193728,10648.254345952137,0.19609502972553972,9348.723160832762,1.8189894035458565e-12,36081,Student,Other,Overnight,47397,NYC
400,0.0356421964229023,-0.018073543902311084,0.22639880533488682,-0.019723376649335895,0.0,0.0,0.18860188478323983,-0.037796920551646976,0.22639880533488682,245059.20823983595,245062.16256029243,245060.6854000642,-4429.115056308505,55481.44640912308,-4833.424200089876,0.0,0.0,46218.90715272469,-9262.53925639838,55481.44640912308,0.1886018847832398,46218.907152724685,7.275957614183426e-12,36081,Student,Other,Peak,245058,NYC
401,0.04819142076231229,-0.0017236783517147682,0.05782527635286104,-0.0037494635791132554,0.0,0.0,0.052352134422033014,-0.005473141930828023,0.05782527635286104,6905.687635779931,6961.162104961403,6933.424870370667,-11.950994352298691,400.92720920098355,-25.99662402997286,0.0,0.0,362.979590818712,-37.94761838227155,400.92720920098355,0.05235213442203763,362.979590818744,-3.200284481863491e-11,36085,LowIncome,Commute,Overnight,6905,NYC
402,0.03869166619085889,-0.0165421518896346,-0.008441814973347169,-0.00025546839021578364,0.0,0.0,-0.025239435253197554,-0.016797620279850385,-0.008441814973347169,69466.6811782302,69467.04632128832,69466.86374975926,-1149.1314114450695,-586.4264105541854,-17.746587855490173,0.0,0.0,-1753.304409854745,-1166.8779993005596,-586.4264105541854,-0.025239435253197547,-1753.3044098547446,-4.547473508864641e-13,36085,LowIncome,Commute,Peak,69462,NYC
403,0.0450538574377925,-0.002966480822409333,-0.006378438112893191,-0.01974472025421642,0.0,0.0,-0.029089639189518943,-0.02271120107662575,-0.006378438112893191,22058.453487825383,22301.09211680607,22179.772802315725,-65.7958706634657,-141.47230817760243,-437.9334092838018,0.0,0.0,-645.2015881248699,-503.72927994726746,-141.47230817760243,-0.029089639189518943,-645.2015881248699,0.0,36085,LowIncome,Other,Overnight,22056,NYC
404,0.0573887023330507,-0.021248026840915535,-0.01066837788418188,-0.02366832400390502,0.0,0.0,-0.055584728729002435,-0.044916350844820555,-0.01066837788418188,111503.36479020416,111501.86662752609,111502.61570886512,-2369.2105714142563,-1189.5520394568878,-2639.0800358803294,0.0,0.0,-6197.842646751474,-5008.290607294585,-1189.5520394568878,-0.05558472872900243,-6197.842646751473,-9.094947017729282e-13,36085,LowIncome,Other,Peak,111497,NYC
405,0.028768889152621838,-0.0025717022405027713,0.041593525338461695,-0.011639760468181097,0.0,0.0,0.027382062629777826,-0.014211462708683868,0.041593525338461695,22249.335973534897,22533.035662039343,22391.185817787118,-57.58346273511701,931.3283546703326,-260.6280395175757,0.0,0.0,613.1168524176398,-318.21150225269275,931.3283546703326,0.027382062629777822,613.1168524176398,0.0,36085,NotLowIncome,Commute,Overnight,22247,NYC
406,0.01899751479575746,-0.019262161921311048,-0.01632500714368893,-0.0034695788439321174,0.0,0.0,-0.0390567479089321,-0.022731740765243164,-0.01632500714368893,275390.5447493177,275391.00491578283,275390.77483255026,-5304.621696459894,-4495.756366447413,-955.4900061730898,0.0,0.0,-10755.868069080398,-6260.111702632984,-4495.756366447413,-0.03905674790894378,-10755.868069083614,3.2159732654690742e-09,36085,NotLowIncome,Commute,Peak,275378,NYC
407,0.02896041808097392,-0.005826814040328095,0.0904444252802621,-0.05170771642419525,0.0,0.0,0.03290989481573875,-0.057534530464523344,0.0904444252802621,68473.1897076764,69854.34737874163,69163.76854320901,-403.00441762957286,6255.47729610761,-3576.300530660927,0.0,0.0,2276.172347817109,-3979.3049482905,6255.47729610761,0.03290989481573879,2276.1723478171116,-2.7284841053187847e-12,36085,NotLowIncome,Other,Overnight,68462,NYC
408,0.0174322732837644,-0.038701222716245126,0.04435448860381178,-0.1107419313029592,0.0,0.0,-0.10508866541539255,-0.14944315401920433,0.04435448860381178,343299.95230770734,343296.46608134767,343298.2091945275,-13286.060452125517,15226.816507427662,-38017.50669904928,0.0,0.0,-36076.75064374714,-51303.56715117479,15226.816507427662,-0.10508866541539252,-36076.750643747124,-1.4551915228366852e-11,36085,NotLowIncome,Other,Peak,343249,NYC
409,0.03371523710091605,-0.0023084473769099784,0.018351594957946298,-0.010440415412014896,0.0,0.0,0.0056027321690214245,-0.012748862788924875,0.018351594957946298,6273.75688101777,6339.541447304395,6306.649164161083,-14.558567720099159,115.73707100255476,-65.84403713167823,0.0,0.0,35.33446615077738,-80.4026048517774,115.73707100255476,0.005602732169024717,35.33446615079814,-2.0762058738910127e-11,36085,Senior,Commute,Overnight,6272,NYC
410,0.03864344487296402,-0.019014938837096873,0.07118591299565212,-0.008630146318257169,0.0,0.0,0.04354082784029808,-0.027645085155354042,0.07118591299565212,44951.53951577989,44951.58444800459,44951.56198189224,-854.7512017176501,3199.917980261645,-387.93855713793624,0.0,0.0,1957.2282214060583,-1242.6897588555864,3199.917980261645,0.04354082784029808,1957.2282214060583,0.0,36085,Senior,Commute,Peak,44939,NYC
411,0.0292880594555483,-0.0029774010061616773,6.574796514226777e-05,-0.025167255162942263,0.0,0.0,-0.028078908203961674,-0.02814465616910394,6.574796514226777e-05,17447.374984178343,17630.663439490527,17539.019211834435,-52.22069344840483,1.1531548237692553,-441.40897181198375,0.0,0.0,-492.4765104366193,-493.62966526038855,1.1531548237692553,-0.028078908203961674,-492.4765104366193,0.0,36085,Senior,Other,Overnight,17443,NYC
412,0.0336362260788166,-0.021063788210472903,-0.017513475699732328,-0.03752080814145247,0.0,0.0,-0.0760980720516577,-0.05858459635192537,-0.017513475699732328,85885.19491052175,85884.37858333663,85884.7867469292,-1809.0589585389466,-1504.1411256690376,-3222.4666058010903,0.0,0.0,-6535.666690009074,-5031.525564340037,-1504.1411256690376,-0.0760980720516577,-6535.666690009074,0.0,36085,Senior,Other,Peak,85881,NYC
413,0.04551251558723095,-0.0015417875493182033,0.17874403397244845,-0.0016944058782734641,0.0,0.0,0.1755078405448568,-0.0032361934275916674,0.17874403397244845,4000.2662181152346,4034.4773971586255,4017.37180763693,-6.193933833996583,718.0812428642121,-6.807058406070107,0.0,0.0,705.0802506241454,-13.00099224006669,718.0812428642121,0.17550784054485677,705.0802506241453,1.1368683772161603e-13,36085,Student,Commute,Overnight,4000,NYC
414,0.0659486078485034,-0.0033638889822161762,0.04248024099440288,0.0009578787665312136,0.0,0.0,0.04007423077871792,-0.0024060102156849626,0.04248024099440288,164103.7800106289,164103.81239989647,164103.79620526268,-552.0269519947319,6971.168810895936,157.19154189218668,0.0,0.0,6576.333400793391,-394.8354101025452,6971.168810895936,0.04007423077871791,6576.333400793389,1.8189894035458565e-12,36085,Student,Commute,Peak,164103,NYC
415,0.0280338013299577,-0.003996106723671659,0.04317267316866252,-0.03945817901008382,0.0,0.0,-0.00028161256509295213,-0.043454285733755475,0.04317267316866252,12108.490064361582,12261.983530100932,12185.236797231257,-48.69350669494714,526.0692457296251,-480.80725482541135,0.0,0.0,-3.431515790733323,-529.5007615203584,526.0692457296251,-0.00028161256509295543,-3.431515790733363,3.9968028886505635e-14,36085,Student,Other,Overnight,12105,NYC
416,0.0356421964229023,-0.020089259273889108,0.0063582930991264545,-0.033358399576438325,0.0,0.0,-0.04708936575120098,-0.05344765885032743,0.0063582930991264545,62557.92532741828,62557.543510746735,62557.73441908251,-1256.7385463320452,397.7604110538378,-2086.825901348463,0.0,0.0,-2945.8040366266705,-3343.5644476805082,397.7604110538378,-0.04708936575120098,-2945.8040366266705,0.0,36085,Student,Other,Peak,62550,NYC
417,0.054662282421105005,-0.0009748691130617832,0.018515423721390763,-0.0019376416137055585,0.0,0.0,0.015602912994623422,-0.0029125107267673417,0.018515423721390763,6588.349744895591,6618.955392008776,6603.652568452184,-6.437696922375147,122.26942541374261,-12.795512019086546,0.0,0.0,103.03621647228091,-19.233208941461694,122.26942541374261,0.015602912994623417,103.03621647228088,2.842170943040401e-14,36087,LowIncome,Commute,Overnight,6588,NYS
418,0.0459561640305671,-0.006346970499673469,0.019407108401066003,-0.005024166817776316,0.0,0.0,0.008035971083616218,-0.011371137317449785,0.019407108401066003,69367.94326262685,69367.77221405979,69367.85773834333,-440.27574669081105,1346.2295346777541,-348.5156890692126,0.0,0.0,557.4380989177305,-788.7914357600237,1346.2295346777541,0.008035971083616214,557.4380989177303,2.2737367544323206e-13,36087,LowIncome,Commute,Peak,69367,NYS
419,0.05346963159339191,-0.0008910026748901751,0.011581349798803263,-0.003693425005540929,0.0,0.0,0.0069969221183721585,-0.004584427680431104,0.011581349798803263,20741.440240011594,20813.91627261112,20777.67825631136,-18.51296690438085,240.63355989333047,-76.74079642894442,0.0,0.0,145.37979656000522,-95.25376333332527,240.63355989333047,0.006996922118372159,145.37979656000522,0.0,36087,LowIncome,Other,Overnight,20741,NYS
420,0.0666642693677195,-0.0022396697868184447,0.009803681880356019,-0.002081619512949026,0.0,0.0,0.005482392580588548,-0.00432128929976747,0.009803681880356019,116684.41682316328,116684.329975182,116684.37339917265,-261.3344656959688,1143.9364772141648,-242.89246852394805,0.0,0.0,639.7095429942478,-504.2269342199168,1143.9364772141648,0.0054823925805885495,639.7095429942481,-2.2737367544323206e-13,36087,LowIncome,Other,Peak,116684,NYS
421,0.0358258339923212,-0.0019354655284994917,0.028717419174272674,-0.010461589049183123,0.0,0.0,0.01632036459659006,-0.012397054577682615,0.028717419174272674,15768.616539876977,15917.216991971512,15842.916765924245,-30.663419271333026,454.9676817101589,-165.74208454551277,0.0,0.0,258.5621778933131,-196.4055038168458,454.9676817101589,0.016320364596590056,258.56217789331305,5.684341886080802e-14,36087,NotLowIncome,Commute,Overnight,15768,NYS
422,0.0276844799617658,-0.014766208480643027,0.030727332131876235,-0.014106694482706784,0.0,0.0,0.0018544291685264232,-0.02887290296334981,0.030727332131876235,185166.96602861586,185166.33494714124,185166.65048787853,-2734.209364766375,5689.677169288087,-2612.0893668186513,0.0,0.0,343.3784377030594,-5346.298731585026,5689.677169288087,0.0018544291685264297,343.3784377030606,-1.2505552149377763e-12,36087,NotLowIncome,Commute,Peak,185165,NYS
423,0.0316658257335616,-0.0017936817583036565,0.016699481408344232,-0.013434807214280827,0.0,0.0,0.0014709924357597486,-0.015228488972584484,0.016699481408344232,46135.94769930212,46408.755668905666,46272.351684103895,-82.99787312958864,772.7242766690589,-621.6601242273385,0.0,0.0,68.0662793121317,-704.6579973569272,772.7242766690589,0.001470992435759743,68.06627931213143,2.7000623958883807e-13,36087,NotLowIncome,Other,Overnight,46135,NYS
424,0.020677710617295002,-0.006823350907593196,0.013483139038270735,-0.01607282255660465,0.0,0.0,-0.009413034425927108,-0.022896173464197846,0.013483139038270735,260150.86281462052,260150.5893618149,260150.7260882177,-1775.099692965069,3507.6484107545252,-4181.356458387782,0.0,0.0,-2448.8077405983267,-5956.456151352852,3507.6484107545252,-0.009413034425927108,-2448.8077405983267,0.0,36087,NotLowIncome,Other,Peak,260150,NYS
425,0.0422950629615494,-0.0019513249358621922,0.020537548742046066,-0.008749188660138109,0.0,0.0,0.009837035146045767,-0.010700513596000301,0.020537548742046066,4192.638032499658,4225.974028036213,4209.306030267935,-8.213723819536916,86.44882776681615,-36.82801258707118,0.0,0.0,41.407091360208064,-45.041736406608095,86.44882776681615,0.009837035146048386,41.40709136021909,-1.1027623258996755e-11,36087,Senior,Commute,Overnight,4192,NYS
426,0.04805942770873519,-0.01228172499352511,0.022953459054630195,-0.007387943693504732,0.0,0.0,0.003283790367600353,-0.019669668687029844,0.022953459054630195,35513.760950878954,35513.38835789023,35513.57465438459,-436.16795744217507,815.1593817129693,-262.3722899016701,0.0,0.0,116.61913436912414,-698.5402473438453,815.1593817129693,0.003283790367600355,116.61913436912423,-8.526512829121202e-14,36087,Senior,Commute,Peak,35513,NYS
427,0.0395937767091697,-0.0013556341961685227,0.014664304736328345,-0.008482449117079714,0.0,0.0,0.0048262214230801095,-0.009838083313248236,0.014664304736328345,12580.344117902438,12647.368994167315,12613.856556034876,-17.09977529292539,184.97343643802859,-106.99639640670819,0.0,0.0,60.877264738395006,-124.09617169963357,184.97343643802859,0.0048262214230801095,60.877264738395006,0.0,36087,Senior,Other,Overnight,12580,NYS
428,0.0442705807156651,-0.0037732385831507763,0.0128764470859994,-0.005331913908291834,0.0,0.0,0.0037712945945567898,-0.00910515249144261,0.0128764470859994,62844.11446754398,62844.0803014883,62844.097384516135,-237.12577297454106,809.2086946391153,-335.07931689854803,0.0,0.0,237.0036047660262,-572.2050898730892,809.2086946391153,0.0037712945945567915,237.0036047660263,-1.1368683772161603e-13,36087,Senior,Other,Peak,62844,NYS
429,0.0533403201707324,-0.0010223767533822062,0.017962209126978764,-0.0035326313877433657,0.0,0.0,0.013407200985853192,-0.004555008141125572,0.017962209126978764,4782.4437024688805,4799.625322898888,4791.034512683884,-4.89824231041985,86.05756385140072,-16.924958899268827,0.0,0.0,64.23436264171204,-21.82320120968868,86.05756385140072,0.013407200985849028,64.23436264169209,1.9952040020143613e-11,36087,Student,Commute,Overnight,3262,NYS
430,0.077796230066411,-0.0011016982761024843,0.006337417908448046,-0.00020074819635014987,0.0,0.0,0.005034971435995411,-0.0013024464724526342,0.006337417908448046,135330.12068271084,135330.1075362327,135330.1141094718,-149.09295341915757,857.6434887096841,-27.16727631933643,0.0,0.0,681.38325897119,-176.260229738494,857.6434887096841,0.005034971435995413,681.3832589711902,-2.2737367544323206e-13,36087,Student,Commute,Peak,135330,NYS
431,0.0381207077940872,-0.0009443445538807956,0.013984053630053271,-0.005916362820449437,0.0,0.0,0.007123346255723039,-0.006860707374330232,0.013984053630053271,10499.18514508647,10529.357916793653,10514.271530940063,-9.929095058267142,147.03213696960816,-62.206245169763775,0.0,0.0,74.89679674157725,-72.13534022803091,147.03213696960816,0.007123346255728866,74.89679674163851,-6.126299467723584e-11,36087,Student,Other,Overnight,10499,NYS
432,0.0469675885645889,-0.0032753315856647236,0.011249290474862745,-0.00428965117569989,0.0,0.0,0.0036843077134981307,-0.007564982761364613,0.011249290474862745,61542.1379019621,61542.08919986453,61542.11355091332,-201.57082836187138,692.3051117712106,-263.99419974873143,0.0,0.0,226.74008366060778,-465.5650281106028,692.3051117712106,0.0036843077135028596,226.7400836608988,-2.9100988285790663e-10,36087,Student,Other,Peak,61542,NYS
433,0.054662282421105005,-0.0008629701915034247,-0.11278651696283,-0.0018716236066374332,0.0,0.0,-0.11552111076097087,-0.0027345937981408577,-0.11278651696283,22941.373388767526,23066.053433806086,23003.713411286808,-19.851518967828074,-2594.5087128701794,-43.05429306088651,0.0,0.0,-2657.4145248988943,-62.90581202871458,-2594.5087128701794,-0.11552111076097087,-2657.4145248988943,0.0,36103,LowIncome,Commute,Overnight,22941,NYS
434,0.045956164030567105,-0.0026988475944250156,-0.06757720168768323,0.0022520798465229253,0.0,0.0,-0.06802396943558532,-0.00044676774790209034,-0.06757720168768323,262336.8865395095,262335.81390251,262336.35022100975,-708.0058277242106,-17727.95644889588,590.802407343116,0.0,0.0,-17845.159869276973,-117.20342038109456,-17727.95644889588,-0.06802396943558534,-17845.159869276977,3.637978807091713e-12,36103,LowIncome,Commute,Peak,262336,NYS
435,0.05346963159339191,-0.0009177814868105163,0.025934938424527133,-0.00372741998167023,0.0,0.0,0.021289736956046388,-0.004645201468480746,0.025934938424527133,74833.2079600544,75148.79978783453,74991.00387394446,-68.82535503284193,1944.8870678642252,-279.5229662852502,0.0,0.0,1596.538746546133,-348.34832131809213,1944.8870678642252,0.02128973695604639,1596.5387465461333,-2.2737367544323206e-13,36103,LowIncome,Other,Overnight,74832,NYS
436,0.0666642693677195,-0.0017208260616533907,0.022856180290138868,-0.0015929508585007142,0.0,0.0,0.01954240336998476,-0.003313776920154105,0.022856180290138868,418864.80204733653,418864.84568792296,418864.82386762975,-720.7935052212745,9573.649931515807,-667.2310807756912,0.0,0.0,8185.625345518841,-1388.0245859969657,9573.649931515807,0.01954240336998477,8185.625345518844,-3.637978807091713e-12,36103,LowIncome,Other,Peak,418864,NYS
437,0.0358258339923212,-0.0012614014781138004,0.0012603625464635833,-0.005552478222671169,0.0,0.0,-0.005553517154321386,-0.00681387970078497,0.0012603625464635833,85152.20143273476,85872.12021151194,85512.16082212335,-107.8651660577314,107.77632476737485,-474.80441073839467,0.0,0.0,-474.8932520287512,-582.6695767961261,107.77632476737485,-0.005553517154321387,-474.89325202875125,5.684341886080802e-14,36103,NotLowIncome,Commute,Overnight,85152,NYS
438,0.027684479961765797,-0.004991115940890757,0.11619237848318116,0.005408473568401475,0.0,0.0,0.11660973611069188,0.000417357627510718,0.11619237848318116,1088440.1262632455,1088440.8224950172,1088440.4743791313,-5432.53260238438,126468.48755547327,5886.801536457894,0.0,0.0,126922.7564895468,454.2689340735147,126468.48755547327,0.11660973611069987,126922.7564895555,-8.702045306563377e-09,36103,NotLowIncome,Commute,Peak,1088439,NYS
439,0.0316658257335616,-0.0017241002667876852,0.008398622808777676,-0.013496635260666077,0.0,0.0,-0.006822112718676086,-0.015220735527453762,0.008398622808777676,272839.8352681551,274533.34486113983,273686.5900646475,-471.86312294667056,2298.590437773534,-3693.8480818379835,0.0,0.0,-1867.1207670111196,-4165.711204784654,2298.590437773534,-0.006822112718683102,-1867.1207670130398,1.9201706891180947e-09,36103,NotLowIncome,Other,Overnight,272838,NYS
440,0.020677710617295,-0.003622584359277481,0.018561977515768886,-0.010069962702211718,0.0,0.0,0.004869430454279688,-0.013692547061489199,0.018561977515768886,1507220.1104908688,1507220.0517327187,1507220.0811117939,-5460.03189182452,27976.985256912474,-15177.650000820284,0.0,0.0,7339.30336426767,-20637.681892644803,27976.985256912474,0.004869430454279684,7339.303364267665,5.4569682106375694e-12,36103,NotLowIncome,Other,Peak,1507219,NYS
441,0.0422950629615494,-0.0018985654703769744,-0.07030917338155775,-0.0085348064176974,0.0,0.0,-0.08074254526963212,-0.010433371888074375,-0.07030917338155775,22505.627842982525,22702.730894462562,22604.179368722544,-42.915514435664214,-1589.2811663833438,-192.92229514295633,0.0,0.0,-1825.1189759619645,-235.83780957862055,-1589.2811663833438,-0.08074254526963211,-1825.118975961964,-4.547473508864641e-13,36103,Senior,Commute,Overnight,22505,NYS
442,0.0480594277087352,-0.005163138730756777,-0.08069344446768141,-0.0019195965019005354,0.0,0.0,-0.08777617970033871,-0.007082735232657313,-0.08069344446768141,185179.59362259865,185177.8450180471,185178.71932032288,-956.1034178346974,-14942.708704070837,-355.4684218337129,0.0,0.0,-16254.280543739245,-1311.5718396684103,-14942.708704070837,-0.08777617970033871,-16254.280543739245,0.0,36103,Senior,Commute,Peak,185179,NYS
443,0.0395937767091697,-0.0012707160175321679,0.0018199211301768718,-0.008073921224325048,0.0,0.0,-0.007524716111680344,-0.009344637241857216,0.0018199211301768718,66784.44196113797,67084.40275024573,66934.42235569184,-85.05464261164084,121.81536958130678,-540.4232532955573,0.0,0.0,-503.6625263258914,-625.4778959071982,121.81536958130678,-0.0075247161116803445,-503.66252632589146,5.684341886080802e-14,36103,Senior,Other,Overnight,66784,NYS
444,0.0442705807156651,-0.002438280457827759,0.012440758311481236,-0.003457539845297473,0.0,0.0,0.0065449380083560035,-0.005895820303125232,0.012440758311481236,338234.1200304581,338234.09401184495,338234.1070211515,-824.7096133204965,4207.888778149825,-1169.4579020642411,0.0,0.0,2213.721262765087,-1994.1675153847377,4207.888778149825,0.0065449380083560035,2213.721262765087,0.0,36103,Senior,Other,Peak,338234,NYS
445,0.0533403201707324,-0.0010162845036964926,-0.044152829847848116,-0.004189821609577228,0.0,0.0,-0.049358935961121835,-0.0052061061132737205,-0.044152829847848116,16063.136860681745,16142.171938094529,16102.654399388137,-16.364878134478317,-710.9777597948873,-67.46724937411024,0.0,0.0,-794.8098873034759,-83.83212750858856,-710.9777597948873,-0.04935893596112183,-794.8098873034758,-1.1368683772161603e-13,36103,Student,Commute,Overnight,16063,NYS
446,0.077796230066411,-0.0002891100060900835,-0.019219779277962493,0.0003797385199325001,0.0,0.0,-0.019129150764120074,9.062851384241663e-05,-0.019219779277962493,657407.2974102309,657406.892780928,657407.0950955795,-190.06296926674707,-12635.219263503537,249.64279728471973,0.0,0.0,-12575.639435485562,59.57982801797263,-12635.219263503537,-0.01912915076411722,-12575.639435483687,-1.875378075055778e-09,36103,Student,Commute,Peak,657407,NYS
447,0.0381207077940872,-0.0009865144008226613,-0.009475206635556899,-0.006356733114845569,0.0,0.0,-0.016818454151225126,-0.00734324751566823,-0.009475206635556899,49436.30915636437,49610.382285008614,49523.34572068649,-48.85549373037654,-469.243933987627,-314.8066917006334,0.0,0.0,-832.9061194186368,-363.66218543100996,-469.243933987627,-0.01681845415122513,-832.906119418637,2.2737367544323206e-13,36103,Student,Other,Overnight,49436,NYS
448,0.0469675885645889,-0.0019403847393312302,-0.004487621414191689,-0.0023542059950699174,0.0,0.0,-0.008782212148592837,-0.004294590734401148,-0.004487621414191689,275472.2352714616,275472.18264159333,275472.20895652747,-534.5220703691098,-1236.2149839280003,-648.51832580061,0.0,0.0,-2419.25538009772,-1183.0403961697198,-1236.2149839280003,-0.008782212148592835,-2419.2553800977194,-4.547473508864641e-13,36103,Student,Other,Peak,275472,NYS
